collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
3/12/24,3.5,1,1,limnocalanus_macrurus_male,1,44,1,NA,1.394,no,no,no
3/12/24,3.5,1,1,leptodiaptomus_sicilis,2,54,43,8,0.822,no,no,no
3/12/24,3.5,1,1,leptodiaptomus_sicilis,3,51,42,8,0.764,no,no,yes
3/12/24,3.5,1,1,leptodiaptomus_sicilis,4,57,20,8,0.793,no,no,no
3/12/24,3.5,1,1,leptodiaptomus_sicilis,5,54,0,NA,0.79,yes,no,yes
3/12/24,3.5,1,1,leptodiaptomus_sicilis,6,60,33,10,0.85,no,no,no
3/12/24,3.5,1,1,leptodiaptomus_sicilis,7,61,14,7,0.773,no,no,yes
3/12/24,3.5,1,1,leptodiaptomus_sicilis,8,62,50,NA,0.737,yes,no,no
3/12/24,3.5,1,1,leptodiaptomus_sicilis,9,51,18,NA,0.757,no,no,yes
3/12/24,3.5,1,1,limnocalanus_macrurus_male,10,29,38,NA,1.348,no,no,no
