collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
3/20/24,4,1,1,leptodiaptomus_sicilis_male,1,78,24,NA,0.765,no,no,yes
3/20/24,4,1,1,leptodiaptomus_sicilis_male,2,84,27,NA,0.74,uncertain,uncertain,uncertain
3/20/24,4,1,1,leptodiaptomus_sicilis,3,67,47,NA,0.762,yes,no,no
3/20/24,4,1,1,leptodiaptomus_sicilis_male,4,60,1,NA,0.766,no,no,yes
3/20/24,4,1,1,leptodiaptomus_sicilis_male,5,85,3,NA,0.785,no,no,yes
3/20/24,4,1,1,leptodiaptomus_sicilis_male,6,85,34,NA,0.769,no,no,no
3/20/24,4,1,1,leptodiaptomus_sicilis_male,7,94,14,NA,0.782,no,no,no
3/20/24,4,1,1,leptodiaptomus_sicilis,8,68,59,NA,0.818,no,no,no
3/20/24,4,1,1,leptodiaptomus_sicilis_male,9,65,6,NA,0.735,no,no,no
3/20/24,4,1,1,leptodiaptomus_sicilis_male,10,59,3,NA,0.727,no,no,no
