collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
12/12/23,7,1,1,limnocalanus_macrurus_male,1,44,53,NA,1.403,no,no,yes
12/12/23,7,1,1,limnocalanus_macrurus,2,38,45,NA,1.4,no,no,yes
12/12/23,7,1,1,leptodiaptomus_sicilis,3,64,49,NA,0.96,no,no,no
12/12/23,7,1,1,leptodiaptomus_sicilis,4,63,6,NA,0.917,no,no,no
12/12/23,7,1,1,leptodiaptomus_sicilis,5,65,12,NA,0.792,no,no,no
12/12/23,7,1,1,limnocalanus_macrurus_male,6,40,38,NA,1.394,no,no,yes
12/12/23,7,1,1,leptodiaptomus_sicilis,7,67,40,NA,1.011,yes,no,no
12/12/23,7,1,1,leptodiaptomus_sicilis_male,8,62,28,NA,0.821,no,no,yes
12/12/23,7,1,1,epischura_lacustris,9,56,50,NA,0.982,yes,no,no
12/12/23,7,1,1,limnocalanus_macrurus,10,41,14,NA,1.496,no,no,yes
