collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
12/27/23,9.5,1,1,leptodiaptomus_sicilis,1,86,53,NA,0.654,no,no,no
12/27/23,9.5,1,1,leptodiaptomus_sicilis,2,95,20,7,0.84,no,no,no
12/27/23,9.5,1,1,leptodiaptomus_sicilis_male,3,78,43,NA,0.704,no,no,no
12/27/23,9.5,1,1,leptodiaptomus_sicilis,4,88,16,3,0.898,yes,no,no
12/27/23,9.5,1,1,leptodiaptomus_sicilis,5,73,2,NA,1.011,yes,no,no
12/27/23,9.5,1,1,leptodiaptomus_sicilis_male,6,83,33,NA,0.685,no,no,no
12/27/23,9.5,1,1,leptodiaptomus_sicilis,7,89,50,NA,0.764,no,no,no
12/27/23,9.5,1,1,leptodiaptomus_sicilis_male,8,85,55,NA,0.681,no,no,no
12/27/23,9.5,1,1,leptodiaptomus_sicilis_male,9,84,59,NA,0.73,no,no,no
12/27/23,9.5,1,1,leptodiaptomus_sicilis,10,87,30,NA,0.716,no,no,no
