collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
7/1/23,24,1,1,skistodiaptomus_oregonensis,1,53,19,NA,0.96,yes,no,no
7/1/23,24,1,1,leptodora_kindti_male,2,31,46,NA,NA,uncertain,uncertain,uncertain
7/1/23,24,1,1,leptodora_kindti_male,3,52,8,NA,NA,uncertain,uncertain,uncertain
7/1/23,24,1,1,skistodiaptomus_oregonensis,4,51,24,NA,0.963,no,no,no
7/1/23,24,1,1,leptodiaptomus_minutus,5,32,20,NA,0.77,no,no,no
7/1/23,24,1,1,leptodora_kindti_male,6,50,40,NA,NA,uncertain,uncertain,uncertain
7/1/23,24,1,1,leptodora_kindti_male,7,57,0,NA,NA,uncertain,uncertain,uncertain
7/1/23,24,1,1,skistodiaptomus_oregonensis,8,54,31,NA,0.949,no,no,no
7/1/23,24,1,1,leptodiaptomus_minutus,9,36,54,8,0.759,no,no,yes
7/1/23,24,1,1,leptodora_kindti_male,10,55,39,NA,NA,uncertain,uncertain,uncertain
