collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
2/23/24,3,1,1,leptodiaptomus_sicilis_male,1,113,7,NA,0.985,no,no,yes
2/23/24,3,1,1,leptodiaptomus_sicilis,2,123,37,NA,0.808,yes,no,yes
2/23/24,3,1,1,leptodiaptomus_sicilis_male,3,116,27,NA,0.793,no,no,no
2/23/24,3,1,1,leptodiaptomus_sicilis_male,4,103,18,NA,0.813,no,no,yes
2/23/24,3,1,1,leptodiaptomus_sicilis,5,118,23,NA,0.897,no,no,no
2/23/24,3,1,1,leptodiaptomus_sicilis_male,6,119,18,NA,0.849,no,no,no
2/23/24,3,1,1,leptodiaptomus_sicilis,7,117,53,NA,0.77,no,no,no
2/23/24,3,1,1,leptodiaptomus_sicilis,8,110,21,NA,0.788,no,no,yes
2/23/24,3,1,1,leptodiaptomus_sicilis,9,111,18,NA,1.032,yes,no,no
2/23/24,3,1,1,leptodiaptomus_sicilis,10,112,16,8,0.843,no,no,no
