collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
11/7/23,11.5,1,1,leptodiaptomus_sicilis,1,87,3,NA,0.915,no,no,no
11/7/23,11.5,1,1,leptodiaptomus_sicilis,2,82,35,NA,0.916,yes,no,no
11/7/23,11.5,1,1,leptodiaptomus_sicilis,3,78,6,6,0.91,no,no,no
11/7/23,11.5,1,1,leptodiaptomus_sicilis,4,85,10,NA,0.893,yes,no,no
11/7/23,11.5,1,1,leptodiaptomus_sicilis_male,5,63,23,NA,0.86,no,no,no
11/7/23,11.5,1,1,leptodiaptomus_minutus,6,79,44,NA,0.644,no,no,no
11/7/23,11.5,1,1,leptodiaptomus_minutus,7,80,59,4,0.568,no,no,no
11/7/23,11.5,1,1,leptodiaptomus_minutus,8,75,23,4,0.59,no,no,no
11/7/23,11.5,1,1,leptodiaptomus_minutus,9,76,19,5,0.606,no,no,no
11/7/23,11.5,1,1,leptodiaptomus_minutus,10,83,57,NA,0.627,yes,no,no
