"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2024-01-24,3,2024-01-24,0,92,1,1,"limnocalanus_macrurus",1,9,1.5,NA,"yes","no","no",1.63333333333333,0.367903789797766,20.0291666666667,17.0291666666667
2024-01-24,3,2024-01-24,0,92,1,1,"limnocalanus_macrurus",2,8,1.54,NA,"yes","no","yes",1.81666666666667,0.367903789797766,20.1208333333333,17.1208333333333
2024-01-24,3,2024-01-24,0,92,1,1,"leptodiaptomus_sicilis",3,1,0.83,NA,"yes","no","no",29.6833333333333,0.303496503496492,29.3541666666667,26.3541666666667
2024-01-24,3,2024-01-24,0,92,1,1,"limnocalanus_macrurus",4,7,1.491,NA,"yes","no","no",2.16666666666667,0.359779682708999,20.2786458333333,17.2786458333333
2024-01-24,3,2024-01-24,0,92,1,1,"limnocalanus_macrurus_male",5,3,1.429,NA,"no","no","no",4.96666666666667,0.351532145289733,21.3055555555556,18.3055555555556
2024-01-24,3,2024-01-24,0,92,1,1,"limnocalanus_macrurus_male",6,6,1.398,NA,"no","no","yes",2.45,0.359779682708999,20.375,17.375
2024-01-24,3,2024-01-24,0,92,1,1,"limnocalanus_macrurus",7,4,1.41,NA,"no","no","no",3.4,0.355936160633147,20.7458333333333,17.7458333333333
2024-01-24,3,2024-01-24,0,92,1,1,"limnocalanus_macrurus",8,2,1.522,NA,"yes","no","yes",5.63333333333333,0.35454545454545,21.5520833333333,18.5520833333333
2024-01-24,3,2024-01-24,0,92,1,1,"senecella_calanoides_male",9,10,1.908,NA,"no","no","no",1.01666666666667,0.367903789797766,19.8003472222222,16.8003472222222
2024-01-24,3,2024-01-24,0,92,1,1,"limnocalanus_macrurus",10,5,1.46,NA,"no","no","no",2.86666666666667,0.359779682708999,20.5243055555556,17.5243055555556
