"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2024-04-21,7,2024-04-26,5,122,1,1,"leptodiaptomus_sicilis",1,1,0.789,NA,"no","no","yes",95.7166666666667,0.206555944055949,31.2083333333333,24.2083333333333
2024-04-21,7,2024-04-26,5,122,1,1,"senecella_calanoides_juvenile",2,9,1.145,NA,"no","no","no",55.8833333333333,0.266608391608386,21.9333333333333,14.9333333333333
2024-04-21,7,2024-04-26,5,122,1,1,"leptodiaptomus_sicilis",3,7,0.853,7,"no","no","uncertain",65.6666666666667,0.261713286713284,24.4661458333333,17.4661458333333
2024-04-21,7,2024-04-26,5,122,1,1,"leptodiaptomus_minutus",4,4,0.608,6,"yes","no","no",89.2166666666667,0.200349650349654,29.8958333333333,22.8958333333333
2024-04-21,7,2024-04-26,5,122,1,1,"leptodiaptomus_sicilis",5,6,0.781,NA,"yes","no","yes",67.8333333333333,0.254720279720272,25.0386904761905,18.0386904761905
2024-04-21,7,2024-04-26,5,122,1,1,"senecella_calanoides_juvenile",6,10,0.692,NA,"no","no","no",52.7666666666667,0.257167832167824,21.1059027777778,14.1059027777778
2024-04-21,7,2024-04-26,5,122,1,1,"leptodiaptomus_sicilis",7,3,0.863,13,"uncertain","no","uncertain",89.6666666666667,0.200349650349654,29.9947916666667,22.9947916666667
2024-04-21,7,2024-04-26,5,122,1,1,"leptodiaptomus_minutus",8,2,0.604,NA,"yes","no","no",94.1833333333333,0.20769230769231,30.9270833333333,23.9270833333333
2024-04-21,7,2024-04-26,5,122,1,1,"leptodiaptomus_sicilis",9,5,0.678,NA,"yes","no","yes",78.5,0.231993006993002,27.5173611111111,20.5173611111111
2024-04-21,7,2024-04-26,5,122,1,1,"leptodiaptomus_sicilis",10,8,0.817,7,"no","no","no",60.2333333333333,0.263111888111892,23.09375,16.09375
