"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2024-05-06,9.5,2024-05-07,1,129,1,1,"limnocalanus_macrurus_juvenile",1,10,0.981,NA,"no","no","no",19.3333333333333,0.299125874125865,21.0885416666667,11.5885416666667
2024-05-06,9.5,2024-05-07,1,129,1,1,"leptodiaptomus_sicilis",2,9,0.926,NA,"yes","no","yes",21.8,0.290034965034962,21.83125,12.33125
2024-05-06,9.5,2024-05-07,1,129,1,1,"leptodiaptomus_minutus",3,4,0.656,NA,"yes","no","yes",48.8333333333333,0.265209790209776,29.45,19.95
2024-05-06,9.5,2024-05-07,1,129,1,1,"leptodiaptomus_minutus",4,7,0.625,NA,"yes","no","no",41,0.277316433566432,27.3541666666667,17.8541666666667
2024-05-06,9.5,2024-05-07,1,129,1,1,"limnocalanus_macrurus_juvenile",5,8,0.794,NA,"no","no","no",25.8833333333333,0.290209790209789,23.0625,13.5625
2024-05-06,9.5,2024-05-07,1,129,1,1,"leptodiaptomus_minutus",6,2,0.67,6,"no","no","yes",51.7166666666667,0.248251748251734,30.1979166666667,20.6979166666667
2024-05-06,9.5,2024-05-07,1,129,1,1,"leptodiaptomus_minutus",7,5,0.706,8,"yes","no","no",47.5166666666667,0.269230769230754,29.09375,19.59375
2024-05-06,9.5,2024-05-07,1,129,1,1,"leptodiaptomus_sicilis",8,1,0.77,7,"no","no","yes",53.45,0.247027972027963,30.625,21.125
2024-05-06,9.5,2024-05-07,1,129,1,1,"leptodiaptomus_sicilis",9,6,0.747,8,"no","no","yes",46.7,0.273776223776211,28.8511904761905,19.3511904761905
2024-05-06,9.5,2024-05-07,1,129,1,1,"leptodiaptomus_sicilis",10,3,0.765,NA,"yes","no","yes",49.5666666666667,0.259615384615369,29.6614583333333,20.1614583333333
