"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2024-01-04,4.5,2024-01-06,2,83,1,1,"leptodiaptomus_sicilis",1,3,0.816,3,"no","no","no",77.0333333333333,0.280769230769222,29.9583333333333,25.4583333333333
2024-01-04,4.5,2024-01-06,2,83,1,1,"leptodiaptomus_sicilis",2,1,0.835,NA,"no","no","no",79.65,0.270104895104891,30.7083333333333,26.2083333333333
2024-01-04,4.5,2024-01-06,2,83,1,1,"leptodiaptomus_sicilis",3,8,0.802,NA,"no","no","no",70.6,0.286888111888105,28.1157407407407,23.6157407407407
2024-01-04,4.5,2024-01-06,2,83,1,1,"leptodiaptomus_sicilis_male",4,5,0.772,NA,"no","no","no",73.1,0.298951048951036,28.8402777777778,24.3402777777778
2024-01-04,4.5,2024-01-06,2,83,1,1,"leptodiaptomus_sicilis",5,10,0.788,NA,"no","no","no",67.3,0.277097902097898,27.1761363636364,22.6761363636364
2024-01-04,4.5,2024-01-06,2,83,1,1,"leptodiaptomus_sicilis",6,7,0.983,NA,"no","no","no",71.1333333333333,0.294755244755236,28.265625,23.765625
2024-01-04,4.5,2024-01-06,2,83,1,1,"leptodiaptomus_sicilis",7,6,0.991,2,"no","no","no",71.5833333333333,0.294755244755236,28.4047619047619,23.9047619047619
2024-01-04,4.5,2024-01-06,2,83,1,1,"leptodiaptomus_sicilis",8,2,0.831,NA,"yes","no","no",79.0166666666667,0.270104895104891,30.4895833333333,25.9895833333333
2024-01-04,4.5,2024-01-06,2,83,1,1,"leptodiaptomus_sicilis_male",9,9,0.778,NA,"no","no","no",68.5,0.277272727272722,27.5151515151515,23.0151515151515
2024-01-04,4.5,2024-01-06,2,83,1,1,"leptodiaptomus_sicilis",10,4,0.756,NA,"no","no","no",75.1666666666667,0.292657342657328,29.45,24.95
