"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2024-02-27,3.5,2024-02-27,0,102,1,1,"limnocalanus_macrurus_male",1,9,1.378,NA,"no","no","no",33.5,0.315909090909089,18.3484848484848,14.8484848484848
2024-02-27,3.5,2024-02-27,0,102,1,1,"leptodiaptomus_sicilis",2,4,0.836,9,"no","no","no",62.0666666666667,0.286888111888117,27.4416666666667,23.9416666666667
2024-02-27,3.5,2024-02-27,0,102,1,1,"senecella_calanoides",3,10,2.263,NA,"no","no","no",29.7,0.315209790209784,17.0642361111111,13.5642361111111
2024-02-27,3.5,2024-02-27,0,102,1,1,"leptodiaptomus_sicilis",4,1,0.757,NA,"yes","no","no",71.8333333333333,0.27237762237761,30.2291666666667,26.7291666666667
2024-02-27,3.5,2024-02-27,0,102,1,1,"senecella_calanoides",5,7,2.213,NA,"yes","no","no",46.9666666666667,0.311713286713283,22.8098958333333,19.3098958333333
2024-02-27,3.5,2024-02-27,0,102,1,1,"limnocalanus_macrurus",6,8,1.5,NA,"yes","no","yes",33.9666666666667,0.315909090909089,18.525462962963,15.025462962963
2024-02-27,3.5,2024-02-27,0,102,1,1,"leptodiaptomus_sicilis",7,3,0.765,NA,"yes","no","no",63.4,0.294580419580426,27.8229166666667,24.3229166666667
2024-02-27,3.5,2024-02-27,0,102,1,1,"senecella_calanoides",8,6,2.21,NA,"yes","no","no",47.3333333333333,0.305069930069925,22.9613095238095,19.4613095238095
2024-02-27,3.5,2024-02-27,0,102,1,1,"limnocalanus_macrurus_male",9,5,1.421,NA,"no","no","no",48.2,0.299999999999995,23.2361111111111,19.7361111111111
2024-02-27,3.5,2024-02-27,0,102,1,1,"leptodiaptomus_sicilis",10,2,0.9,7,"no","no","no",70.0833333333333,0.275349650349637,29.7152777777778,26.2152777777778
