"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2024-05-02,7.5,2024-05-02,0,126,1,1,"leptodiaptomus_sicilis",1,7,0.813,NA,"yes","no","yes",50.3833333333333,0.277972027972018,28.6927083333333,21.1927083333333
2024-05-02,7.5,2024-05-02,0,126,1,1,"leptodiaptomus_sicilis",2,5,0.775,9,"no","no","yes",53.0166666666667,0.274125874125864,29.4618055555556,21.9618055555556
2024-05-02,7.5,2024-05-02,0,126,1,1,"leptodiaptomus_sicilis",3,4,0.768,NA,"yes","no","no",53.75,0.274125874125864,29.6708333333333,22.1708333333333
2024-05-02,7.5,2024-05-02,0,126,1,1,"leptodiaptomus_sicilis",4,9,0.774,5,"yes","no","yes",48.5333333333333,0.280944055944048,28.1541666666667,20.6541666666667
2024-05-02,7.5,2024-05-02,0,126,1,1,"leptodiaptomus_sicilis",5,6,0.846,9,"no","no","yes",51.7166666666667,0.275349650349638,29.0803571428571,21.5803571428571
2024-05-02,7.5,2024-05-02,0,126,1,1,"leptodiaptomus_sicilis",6,3,0.853,NA,"yes","no","yes",54.0166666666667,0.270454545454539,29.7361111111111,22.2361111111111
2024-05-02,7.5,2024-05-02,0,126,1,1,"skistodiaptomus_oregonensis",7,1,0.878,NA,"yes","no","no",60.1333333333333,0.261188811188812,31.4166666666667,23.9166666666667
2024-05-02,7.5,2024-05-02,0,126,1,1,"leptodiaptomus_minutus",8,10,0.723,NA,"yes","no","no",37.1833333333333,0.298601398601399,24.7621527777778,17.2621527777778
2024-05-02,7.5,2024-05-02,0,126,1,1,"leptodiaptomus_sicilis",9,8,0.86,NA,"no","no","yes",49.8666666666667,0.281468531468523,28.5416666666667,21.0416666666667
2024-05-02,7.5,2024-05-02,0,126,1,1,"leptodiaptomus_minutus",10,2,0.711,4,"yes","no","yes",57.4166666666667,0.261538461538462,30.6875,23.1875
