"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2024-05-02,7.5,2024-05-03,1,127,1,1,"leptodiaptomus_sicilis",1,2,0.874,NA,"yes","no","yes",61.1666666666667,0.285139860139861,30.7152777777778,23.2152777777778
2024-05-02,7.5,2024-05-03,1,127,1,1,"leptodiaptomus_sicilis",2,8,0.837,NA,"yes","no","yes",39.7166666666667,0.323776223776217,24.1921296296296,16.6921296296296
2024-05-02,7.5,2024-05-03,1,127,1,1,"leptodiaptomus_minutus",3,6,0.721,NA,"no","no","yes",57.7833333333333,0.289685314685306,29.6934523809524,22.1934523809524
2024-05-02,7.5,2024-05-03,1,127,1,1,"leptodiaptomus_sicilis",4,5,0.865,NA,"yes","no","yes",57.8666666666667,0.289685314685306,29.7256944444444,22.2256944444444
2024-05-02,7.5,2024-05-03,1,127,1,1,"leptodiaptomus_minutus",5,4,0.708,NA,"yes","no","yes",59.55,0.294930069930064,30.21875,22.71875
2024-05-02,7.5,2024-05-03,1,127,1,1,"limnocalanus_macrurus_male",6,10,1.448,NA,"no","no","no",34.85,0.324475524475522,22.6145833333333,15.1145833333333
2024-05-02,7.5,2024-05-03,1,127,1,1,"senecella_calanoides_juvenile",7,9,1.36,NA,"no","no","no",35.45,0.334265734265735,22.8270833333333,15.3270833333333
2024-05-02,7.5,2024-05-03,1,127,1,1,"leptodiaptomus_minutus",8,3,0.709,NA,"yes","no","no",60.55,0.290909090909089,30.5208333333333,23.0208333333333
2024-05-02,7.5,2024-05-03,1,127,1,1,"leptodiaptomus_minutus",9,7,0.723,NA,"yes","no","yes",56.3833333333333,0.301748251748245,29.2734375,21.7734375
2024-05-02,7.5,2024-05-03,1,127,1,1,"leptodiaptomus_sicilis",10,1,0.801,NA,"yes","no","yes",62.3666666666667,0.292482517482518,31.0625,23.5625
