"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2024-05-16,12.5,2024-05-18,2,135,1,1,"skistodiaptomus_oregonensis",1,2,0.918,12,"yes","no","yes",62.4833333333333,0.227272727272726,35.3125,22.8125
2024-05-16,12.5,2024-05-18,2,135,1,1,"leptodiaptomus_minutus",2,10,0.635,NA,"no","no","yes",38.6833333333333,0.25297202797202,29.5347222222222,17.0347222222222
2024-05-16,12.5,2024-05-18,2,135,1,1,"leptodiaptomus_minutus",3,6,0.691,2,"no","no","yes",46.2833333333333,0.252447552447541,31.4940476190476,18.9940476190476
2024-05-16,12.5,2024-05-18,2,135,1,1,"epischura_lacustris_juvenile",4,9,0.634,NA,"no","no","no",39.0833333333333,0.248951048951042,29.657196969697,17.157196969697
2024-05-16,12.5,2024-05-18,2,135,1,1,"leptodiaptomus_minutus",5,4,0.763,NA,"yes","no","yes",49.5,0.243881118881104,32.3125,19.8125
2024-05-16,12.5,2024-05-18,2,135,1,1,"skistodiaptomus_oregonensis",6,8,0.951,NA,"yes","no","yes",42.8333333333333,0.262937062937058,30.6166666666667,18.1166666666667
2024-05-16,12.5,2024-05-18,2,135,1,1,"skistodiaptomus_oregonensis",7,3,0.927,NA,"no","no","no",60.2333333333333,0.222202797202794,34.7916666666667,22.2916666666667
2024-05-16,12.5,2024-05-18,2,135,1,1,"leptodiaptomus_minutus",8,5,0.706,NA,"yes","no","yes",49.0166666666667,0.243881118881104,32.1805555555556,19.6805555555556
2024-05-16,12.5,2024-05-18,2,135,1,1,"skistodiaptomus_oregonensis",9,1,0.917,16,"no","no","no",63,0.22792832167832,35.4583333333333,22.9583333333333
2024-05-16,12.5,2024-05-18,2,135,1,1,"leptodiaptomus_minutus",10,7,0.613,5,"no","no","yes",45.85,0.251398601398589,31.3854166666667,18.8854166666667
