"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2024-01-12,4,2024-01-17,5,87,1,1,"leptodiaptomus_sicilis",1,2,0.836,6,"no","no","no",82.7666666666667,0.227097902097903,31.2083333333333,27.2083333333333
2024-01-12,4,2024-01-17,5,87,1,1,"limnocalanus_macrurus_male",2,8,1.383,NA,"no","no","no",55.1,0.260664335664328,24.4837962962963,20.4837962962963
2024-01-12,4,2024-01-17,5,87,1,1,"skistodiaptomus_oregonensis",3,1,0.963,NA,"no","no","no",83.1833333333333,0.223251748251747,31.3333333333333,27.3333333333333
2024-01-12,4,2024-01-17,5,87,1,1,"limnocalanus_macrurus_male",4,10,1.38,NA,"no","no","no",46.8333333333333,0.27797202797202,22.2534722222222,18.2534722222222
2024-01-12,4,2024-01-17,5,87,1,1,"leptodiaptomus_sicilis_male",5,3,0.678,NA,"no","no","no",78.4333333333333,0.225174825174818,30.2361111111111,26.2361111111111
2024-01-12,4,2024-01-17,5,87,1,1,"limnocalanus_macrurus_male",6,9,1.379,NA,"no","no","no",53.25,0.255944055944045,23.9810606060606,19.9810606060606
2024-01-12,4,2024-01-17,5,87,1,1,"limnocalanus_macrurus_male",7,7,1.339,NA,"no","no","no",57.8833333333333,0.259090909090907,25.2057291666667,21.2057291666667
2024-01-12,4,2024-01-17,5,87,1,1,"leptodiaptomus_sicilis_male",8,5,0.765,NA,"no","no","no",73.8,0.236363636363622,29.1625,25.1625
2024-01-12,4,2024-01-17,5,87,1,1,"limnocalanus_macrurus",9,6,1.506,NA,"yes","no","yes",58.3,0.258041958041957,25.3125,21.3125
2024-01-12,4,2024-01-17,5,87,1,1,"leptodiaptomus_sicilis_juvenile",10,4,0.66,NA,"no","no","no",74.0166666666667,0.231643356643341,29.2208333333333,25.2208333333333
