"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2024-04-21,7,2024-04-24,3,121,1,1,"leptodiaptomus_sicilis",1,3,0.888,NA,"yes","no","no",60.2833333333333,0.255594405594401,29.7847222222222,22.7847222222222
2024-04-21,7,2024-04-24,3,121,1,1,"leptodiaptomus_minutus",2,1,0.63,6,"no","no","no",62.0833333333333,0.252622377622373,30.2916666666667,23.2916666666667
2024-04-21,7,2024-04-24,3,121,1,1,"leptodiaptomus_sicilis",3,6,0.663,NA,"yes","no","no",57.25,0.276048951048948,28.9345238095238,21.9345238095238
2024-04-21,7,2024-04-24,3,121,1,1,"leptodiaptomus_sicilis",4,5,0.911,NA,"no","no","yes",58.1166666666667,0.264510489510485,29.1736111111111,22.1736111111111
2024-04-21,7,2024-04-24,3,121,1,1,"leptodiaptomus_minutus",5,4,0.624,6,"no","no","yes",58.8333333333333,0.264510489510485,29.3833333333333,22.3833333333333
2024-04-21,7,2024-04-24,3,121,1,1,"senecella_calanoides_juvenile",6,9,1.059,NA,"no","no","no",36.1833333333333,0.313811188811189,22.7556818181818,15.7556818181818
2024-04-21,7,2024-04-24,3,121,1,1,"leptodiaptomus_sicilis",7,2,0.792,9,"no","no","yes",61.05,0.262237762237758,29.9895833333333,22.9895833333333
2024-04-21,7,2024-04-24,3,121,1,1,"senecella_calanoides",8,10,2.215,NA,"yes","no","no",33.65,0.316083916083913,21.9722222222222,14.9722222222222
2024-04-21,7,2024-04-24,3,121,1,1,"leptodiaptomus_minutus",9,7,0.749,12,"no","no","yes",56.8,0.279545454545453,28.7942708333333,21.7942708333333
2024-04-21,7,2024-04-24,3,121,1,1,"senecella_calanoides_juvenile",10,8,1.42,NA,"no","no","no",37.1333333333333,0.315909090909089,23.0740740740741,16.0740740740741
