"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2023-12-04,7,2023-12-05,1,69,1,1,"leptodiaptomus_sicilis",1,4,0.925,NA,"no","no","no",59.9833333333333,0.250524475524474,29.6958333333333,22.6958333333333
2023-12-04,7,2023-12-05,1,69,1,1,"leptodiaptomus_sicilis",2,3,0.924,NA,"no","no","no",60.3333333333333,0.25104895104895,29.7864583333333,22.7864583333333
2023-12-04,7,2023-12-05,1,69,1,1,"leptodiaptomus_sicilis_male",3,2,0.892,NA,"no","no","no",60.7333333333333,0.25104895104895,29.8888888888889,22.8888888888889
2023-12-04,7,2023-12-05,1,69,1,1,"skistodiaptomus_oregonensis",4,1,0.844,10,"no","no","no",78,0.223557692307679,33.8958333333333,26.8958333333333
2023-12-04,7,2023-12-05,1,69,1,1,"leptodiaptomus_minutus",5,10,0.623,6,"no","no","no",47.1,0.276223776223767,26.3194444444444,19.3194444444444
2023-12-04,7,2023-12-05,1,69,1,1,"leptodiaptomus_sicilis",6,6,1.016,NA,"no","no","no",56.0666666666667,0.251048951048945,28.6904761904762,21.6904761904762
2023-12-04,7,2023-12-05,1,69,1,1,"leptodiaptomus_minutus",7,8,0.69,7,"no","no","no",52.9666666666667,0.257342657342648,27.8634259259259,20.8634259259259
2023-12-04,7,2023-12-05,1,69,1,1,"epischura_lacustris_male",8,9,0.893,NA,"no","no","no",52.8666666666667,0.257342657342648,27.8354166666667,20.8354166666667
2023-12-04,7,2023-12-05,1,69,1,1,"leptodiaptomus_minutus",9,7,0.662,2,"no","no","yes",53.05,0.259790209790201,27.8984375,20.8984375
2023-12-04,7,2023-12-05,1,69,1,1,"epischura_lacustris_male",10,5,0.998,NA,"no","no","no",56.25,0.251048951048945,28.7361111111111,21.7361111111111
