"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2024-04-21,7,2024-04-22,1,120,1,1,"leptodiaptomus_sicilis",1,2,0.822,NA,"yes","no","no",89.0833333333333,0.191293706293708,31.1944444444444,24.1944444444444
2024-04-21,7,2024-04-22,1,120,1,1,"leptodiaptomus_sicilis",2,4,0.819,6,"no","no","no",85.2333333333333,0.213636363636361,30.3541666666667,23.3541666666667
2024-04-21,7,2024-04-22,1,120,1,1,"senecella_calanoides_juvenile",3,10,1.078,NA,"no","no","no",60.8,0.239860139860137,24.6401515151515,17.6401515151515
2024-04-21,7,2024-04-22,1,120,1,1,"leptodiaptomus_sicilis",4,3,0.775,10,"unclear","no","no",86.1166666666667,0.21451048951049,30.5486111111111,23.5486111111111
2024-04-21,7,2024-04-22,1,120,1,1,"epischura_lacustris_juvenile",5,9,0.79,NA,"no","no","no",61.8833333333333,0.243181818181815,24.9020833333333,17.9020833333333
2024-04-21,7,2024-04-22,1,120,1,1,"leptodiaptomus_sicilis",6,6,0.871,NA,"yes","no","no",82.2,0.225874125874122,29.6755952380952,22.6755952380952
2024-04-21,7,2024-04-22,1,120,1,1,"leptodiaptomus_sicilis_male",7,5,0.823,NA,"no","no","no",84.0166666666667,0.220279720279718,30.0798611111111,23.0798611111111
2024-04-21,7,2024-04-22,1,120,1,1,"limnocalanus_macrurus",8,8,1.473,NA,"yes","no","no",62.8166666666667,0.237237762237761,25.1479166666667,18.1479166666667
2024-04-21,7,2024-04-22,1,120,1,1,"leptodiaptomus_sicilis_male",9,1,0.75,NA,"no","no","yes",89.8,0.191293706293708,31.3541666666667,24.3541666666667
2024-04-21,7,2024-04-22,1,120,1,1,"senecella_calanoides_juvenile",10,7,1.001,NA,"no","no","no",63.8166666666667,0.233391608391611,25.4074074074074,18.4074074074074
