"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2023-12-12,7,2023-12-14,2,74,1,1,"limnocalanus_macrurus_male",1,5,1.448,NA,"no","no","yes",49.9333333333333,0.287587412587405,25.6701388888889,18.6701388888889
2023-12-12,7,2023-12-14,2,74,1,1,"leptodiaptomus_sicilis",2,4,0.987,NA,"no","no","no",56.5666666666667,0.266783216783215,27.5208333333333,20.5208333333333
2023-12-12,7,2023-12-14,2,74,1,1,"leptodiaptomus_sicilis",3,3,0.929,4,"no","no","no",56.9666666666667,0.266783216783215,27.6319444444444,20.6319444444444
2023-12-12,7,2023-12-14,2,74,1,1,"limnocalanus_macrurus",4,10,1.489,NA,"yes","no","yes",38.2833333333333,0.300699300699304,22.1857638888889,15.1857638888889
2023-12-12,7,2023-12-14,2,74,1,1,"epischura_lacustris",5,2,1.024,NA,"no","no","no",61.65,0.266608391608389,28.9166666666667,21.9166666666667
2023-12-12,7,2023-12-14,2,74,1,1,"limnocalanus_macrurus",6,7,1.481,NA,"yes","no","yes",46.3166666666667,0.281468531468518,24.6064814814815,17.6064814814815
2023-12-12,7,2023-12-14,2,74,1,1,"limnocalanus_macrurus",7,9,1.49,NA,"yes","no","yes",41.6166666666667,0.301923076923077,23.2,16.2
2023-12-12,7,2023-12-14,2,74,1,1,"limnocalanus_macrurus",8,6,1.442,NA,"no","no","yes",48.0333333333333,0.281643356643348,25.1041666666667,18.1041666666667
2023-12-12,7,2023-12-14,2,74,1,1,"leptodiaptomus_sicilis",9,1,0.941,8,"no","no","no",66.0666666666667,0.251048951048946,30.0416666666667,23.0416666666667
2023-12-12,7,2023-12-14,2,74,1,1,"leptodiaptomus_sicilis_male",10,8,0.886,NA,"no","no","no",45.15,0.287762237762225,24.2583333333333,17.2583333333333
