"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2023-11-22,8.5,2023-11-22,0,61,1,1,"epischura_lacustris",1,4,1.16,NA,"no","no","no",77.6666666666667,0.227622377622368,29.8291666666667,21.3291666666667
2023-11-22,8.5,2023-11-22,0,61,1,1,"leptodiaptomus_sicilis",2,1,1.009,NA,"yes","no","no",90.6,0.212412587412594,32.625,24.125
2023-11-22,8.5,2023-11-22,0,61,1,1,"epischura_lacustris",3,9,1.128,NA,"yes","no","no",58.3666666666667,0.246503496503495,25.2520833333333,16.7520833333333
2023-11-22,8.5,2023-11-22,0,61,1,1,"epischura_lacustris",4,3,1.1,NA,"no","no","no",78.0833333333333,0.221503496503487,29.9375,21.4375
2023-11-22,8.5,2023-11-22,0,61,1,1,"leptodiaptomus_sicilis_male",5,10,0.904,NA,"no","no","no",55.5833333333333,0.259790209790206,24.5572916666667,16.0572916666667
2023-11-22,8.5,2023-11-22,0,61,1,1,"leptodiaptomus_sicilis",6,8,1.002,NA,"no","no","no",70.4333333333333,0.237937062937051,28.1759259259259,19.6759259259259
2023-11-22,8.5,2023-11-22,0,61,1,1,"leptodiaptomus_sicilis",7,5,0.975,NA,"no","no","no",77.1,0.227622377622368,29.7013888888889,21.2013888888889
2023-11-22,8.5,2023-11-22,0,61,1,1,"leptodiaptomus_sicilis",8,2,0.904,6,"no","no","yes",81.6833333333333,0.216258741258741,30.71875,22.21875
2023-11-22,8.5,2023-11-22,0,61,1,1,"leptodiaptomus_sicilis",9,7,0.934,4,"no","no","yes",75.05,0.222552447552434,29.2317708333333,20.7317708333333
2023-11-22,8.5,2023-11-22,0,61,1,1,"leptodiaptomus_minutus",10,6,0.667,NA,"no","cloudy","no",76.3166666666667,0.224650349650338,29.5238095238095,21.0238095238095
