"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2024-05-16,12.5,2024-05-17,1,134,1,1,"skistodiaptomus_oregonensis",1,1,0.876,NA,"no","no","yes",65.3666666666667,0.223251748251747,36.0416666666667,23.5416666666667
2024-05-16,12.5,2024-05-17,1,134,1,1,"skistodiaptomus_oregonensis",2,8,0.93,12,"no","no","no",40.1833333333333,0.279895104895099,29.8032407407407,17.3032407407407
2024-05-16,12.5,2024-05-17,1,134,1,1,"skistodiaptomus_oregonensis",3,9,0.963,NA,"yes","no","no",39.0166666666667,0.281993006993,29.4734848484848,16.9734848484848
2024-05-16,12.5,2024-05-17,1,134,1,1,"leptodiaptomus_minutus",4,5,0.672,6,"no","no","no",43.6,0.266608391608385,30.71875,18.21875
2024-05-16,12.5,2024-05-17,1,134,1,1,"leptodiaptomus_minutus",5,7,0.674,9,"no","no","no",40.9166666666667,0.279895104895099,29.9814814814815,17.4814814814815
2024-05-16,12.5,2024-05-17,1,134,1,1,"skistodiaptomus_oregonensis",6,3,0.892,NA,"yes","no","yes",46.3666666666667,0.256468531468524,31.4583333333333,18.9583333333333
2024-05-16,12.5,2024-05-17,1,134,1,1,"leptodiaptomus_minutus",7,4,0.683,NA,"no","no","yes",45.5666666666667,0.262587412587405,31.2625,18.7625
2024-05-16,12.5,2024-05-17,1,134,1,1,"skistodiaptomus_oregonensis",8,2,0.956,NA,"yes","no","no",53.2,0.233216783216767,33.1979166666667,20.6979166666667
2024-05-16,12.5,2024-05-17,1,134,1,1,"epischura_lacustris_juvenile",9,10,0.749,NA,"no","no","no",25.1333333333333,0.292832167832159,25.6079545454545,13.1079545454545
2024-05-16,12.5,2024-05-17,1,134,1,1,"leptodiaptomus_minutus",10,6,0.645,3,"no","no","no",42,0.266389860139855,30.2946428571429,17.7946428571429
