"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2024-04-26,7,2024-04-26,0,123,1,1,"leptodiaptomus_minutus",1,4,0.688,8,"no","no","no",67.15,0.263286713286704,30.4083333333333,23.4083333333333
2024-04-26,7,2024-04-26,0,123,1,1,"leptodiaptomus_sicilis",2,1,0.777,9,"no","no","yes",75.25,0.244405594405583,32.4166666666667,25.4166666666667
2024-04-26,7,2024-04-26,0,123,1,1,"leptodiaptomus_sicilis",3,6,0.802,9,"no","no","yes",63.3333333333333,0.270979020979019,29.4077380952381,22.4077380952381
2024-04-26,7,2024-04-26,0,123,1,1,"leptodiaptomus_sicilis",4,5,0.768,10,"no","no","yes",65.2833333333333,0.267482517482513,29.9027777777778,22.9027777777778
2024-04-26,7,2024-04-26,0,123,1,1,"leptodiaptomus_sicilis",5,8,0.816,NA,"yes","no","yes",61.7333333333333,0.284090909090907,28.95625,21.95625
2024-04-26,7,2024-04-26,0,123,1,1,"leptodiaptomus_sicilis",6,3,0.744,8,"no","no","no",67.65,0.263286713286704,30.5364583333333,23.5364583333333
2024-04-26,7,2024-04-26,0,123,1,1,"leptodiaptomus_sicilis",7,2,0.832,NA,"yes","no","yes",69,0.261145104895091,30.9166666666667,23.9166666666667
2024-04-26,7,2024-04-26,0,123,1,1,"leptodiaptomus_sicilis",8,9,0.804,NA,"no","no","yes",60.2666666666667,0.288111888111888,28.530303030303,21.530303030303
2024-04-26,7,2024-04-26,0,123,1,1,"skistodiaptomus_oregonensis",9,7,0.919,NA,"no","no","no",62.3166666666667,0.274475524475524,29.1296296296296,22.1296296296296
2024-04-26,7,2024-04-26,0,123,1,1,"leptodiaptomus_minutus",10,10,0.716,NA,"yes","no","no",58.5666666666667,0.296678321678322,28.0711805555556,21.0711805555556
