"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2024-05-06,9.5,2024-05-06,0,128,1,1,"leptodiaptomus_minutus",1,3,0.646,NA,"yes","no","no",45,0.297202797202782,30.7864583333333,21.2864583333333
2024-05-06,9.5,2024-05-06,0,128,1,1,"leptodiaptomus_minutus",2,4,0.675,NA,"yes","no","yes",42.2166666666667,0.307517482517477,29.9427083333333,20.4427083333333
2024-05-06,9.5,2024-05-06,0,128,1,1,"leptodiaptomus_minutus",3,1,0.63,NA,"yes","no","yes",47.8333333333333,0.304020979020966,31.625,22.125
2024-05-06,9.5,2024-05-06,0,128,1,1,"leptodiaptomus_minutus",4,2,0.61,2,"yes","no","yes",47.2,0.304020979020966,31.40625,21.90625
2024-05-06,9.5,2024-05-06,0,128,1,1,"leptodiaptomus_minutus",5,6,0.649,4,"no","no","yes",41.1333333333333,0.310139860139859,29.5863095238095,20.0863095238095
2024-05-06,9.5,2024-05-06,0,128,1,1,"leptodiaptomus_sicilis",6,5,0.886,NA,"yes","no","yes",41.4666666666667,0.310139860139859,29.7166666666667,20.2166666666667
2024-05-06,9.5,2024-05-06,0,128,1,1,"senecella_calanoides_juvenile",7,10,1.398,NA,"no","no","no",23.3666666666667,0.338986013986008,23.8125,14.3125
2024-05-06,9.5,2024-05-06,0,128,1,1,"leptodiaptomus_sicilis",8,8,0.827,10,"yes","no","yes",39.2666666666667,0.314685314685314,28.9953703703704,19.4953703703704
2024-05-06,9.5,2024-05-06,0,128,1,1,"leptodiaptomus_sicilis",9,9,0.911,NA,"no","no","yes",37.9666666666667,0.303321678321678,28.58125,19.08125
2024-05-06,9.5,2024-05-06,0,128,1,1,"leptodiaptomus_minutus",10,7,0.683,NA,"no","no","yes",40.2166666666667,0.312762237762236,29.296875,19.796875
