"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2023-12-12,7,2023-12-17,5,75,1,1,"leptodiaptomus_sicilis_juvenile",1,7,0.662,NA,"no","no","no",70.9666666666667,0.22552447552447,26.9036458333333,19.9036458333333
2023-12-12,7,2023-12-17,5,75,1,1,"limnocalanus_macrurus",2,9,1.468,NA,"no","no","yes",62.9166666666667,0.226048951048949,25.0643939393939,18.0643939393939
2023-12-12,7,2023-12-17,5,75,1,1,"leptodiaptomus_sicilis_juvenile",3,3,0.57,NA,"no","no","no",80.25,0.226573426573425,28.9479166666667,21.9479166666667
2023-12-12,7,2023-12-17,5,75,1,1,"limnocalanus_macrurus",4,10,1.502,NA,"no","no","yes",58.55,0.237937062937057,24.0227272727273,17.0227272727273
2023-12-12,7,2023-12-17,5,75,1,1,"leptodiaptomus_sicilis_juvenile",5,1,0.76,NA,"no","no","no",84.95,0.205594405594406,29.875,22.875
2023-12-12,7,2023-12-17,5,75,1,1,"leptodiaptomus_sicilis_juvenile",6,4,0.81,NA,"no","no","no",76.7166666666667,0.222377622377614,28.171875,21.171875
2023-12-12,7,2023-12-17,5,75,1,1,"leptodiaptomus_sicilis_juvenile",7,8,0.753,NA,"no","no","no",64.75,0.227797202797206,25.475,18.475
2023-12-12,7,2023-12-17,5,75,1,1,"leptodiaptomus_sicilis_juvenile",8,6,0.733,NA,"no","no","no",73.0333333333333,0.221678321678315,27.360119047619,20.360119047619
2023-12-12,7,2023-12-17,5,75,1,1,"leptodiaptomus_sicilis_male",9,2,0.867,NA,"no","uncertain","no",84.1333333333333,0.205594405594406,29.71875,22.71875
2023-12-12,7,2023-12-17,5,75,1,1,"leptodiaptomus_sicilis_juvenile",10,5,0.754,NA,"no","no","no",74.05,0.214160839160832,27.5875,20.5875
