"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2023-12-04,7,2023-12-04,0,68,1,1,"leptodiaptomus_minutus",1,4,0.642,4,"no","no","no",54.0166666666667,0.240384615384607,28.2041666666667,21.2041666666667
2023-12-04,7,2023-12-04,0,68,1,1,"leptodiaptomus_sicilis_male",2,10,0.89,NA,"no","no","no",40.1666666666667,0.273251748251741,24.5434027777778,17.5434027777778
2023-12-04,7,2023-12-04,0,68,1,1,"epischura_lacustris_male",3,2,0.901,NA,"no","no","no",58.65,0.238111888111885,29.375,22.375
2023-12-04,7,2023-12-04,0,68,1,1,"leptodiaptomus_sicilis",4,7,0.862,NA,"no","no","no",52.3666666666667,0.252622377622368,27.7682291666667,20.7682291666667
2023-12-04,7,2023-12-04,0,68,1,1,"leptodiaptomus_sicilis",5,9,0.99,4,"no","no","no",44.2,0.260314685314678,25.6270833333333,18.6270833333333
2023-12-04,7,2023-12-04,0,68,1,1,"epischura_lacustris",6,8,1.07,NA,"yes","no","no",44.9,0.260314685314678,25.8229166666667,18.8229166666667
2023-12-04,7,2023-12-04,0,68,1,1,"leptodiaptomus_sicilis",7,6,1.045,7,"no","no","no",52.6333333333333,0.252622377622368,27.8363095238095,20.8363095238095
2023-12-04,7,2023-12-04,0,68,1,1,"leptodiaptomus_sicilis",8,3,0.934,6,"no","no","no",55.4666666666667,0.238461538461532,28.5763888888889,21.5763888888889
2023-12-04,7,2023-12-04,0,68,1,1,"leptodiaptomus_sicilis",9,5,0.972,5,"no","no","no",53.75,0.249999999999991,28.1319444444444,21.1319444444444
2023-12-04,7,2023-12-04,0,68,1,1,"skistodiaptomus_oregonensis",10,1,0.9,NA,"no","no","no",81.15,0.207654845154841,34.3958333333333,27.3958333333333
